"#","g#","Cover","Album","Streams","Daily"
"","2,047","","Il Coraggio Dei Bambini Geolier","700,832,535","1,128,645"
"","2,048","","Your Name. (君の名は。) Radwimps & Kazuma Jinnouchi","700,367,616","407,558"
"","2,049","","Jakyll + Hyde Zac Brown Band","700,324,307","177,416"
"","2,050","","The Midsummer Station Owl City","700,014,410","324,770"
"","2,051","","Moulin Rouge Various Artists","699,978,795","299,381"
"","2,052","","El Abayarde Tego Calderón","699,803,129","872,708"
"","2,053","","El Día De Los Muertos Alfredo Olivas","699,048,822","1,246,578"
"","2,054","","Vivi En Do Dread Mar I","698,683,199","525,299"
"","2,055","","Only One Flo (Part 1) Flo Rida","698,334,884","495,910"
"","2,056","","The Sweet Escape Gwen Stefani","697,312,935","494,829"
"","2,057","","Music Sia","696,688,603","136,141"
"","2,058","","Lithopédion Damso","696,537,650","247,459"
"","2,059","","Life Thru A Lens Robbie Williams","696,418,007","384,497"
"","2,060","","How Big, How Blue, How Beautiful Florence + The Machine","695,867,639","255,541"
"","2,061","","Crash Talk ScHoolboy Q","695,232,391","237,660"
"","2,062","","Major Key DJ Khaled","694,953,268","113,448"
"","2,063","","I Never Loved A Man The Way I Love You Aretha Franklin","694,833,178","365,662"
"","2,064","","Girls Aespa","694,717,085","448,848"
"","2,065","","Stay Hungry Twisted Sister","694,522,947","376,191"
"","2,066","","True to Self Bryson Tiller","693,858,999","131,459"
"","2,067","","Trauma I Prevail","693,461,014","446,852"
"","2,068","","The Head And The Heart The Head And The Heart","692,869,248","184,624"
"","2,069","","Los Extraterrestres Wisin & Yandel","692,244,380","575,728"
"","2,070","","Featuring Ty Dolla Sign Ty Dolla Sign","692,126,550","159,496"
"","2,071","","I'm Gone Iann Dior","691,981,896","163,197"
"","2,072","","The Blueprint Jay-Z","691,872,904","352,165"
"","2,073","","Some Girls The Rolling Stones","691,862,314","512,242"
"","2,074","","El Malo Carin Leon","691,758,890","406,453"
"","2,075","","Don't Mess Up My Tempo / Love Shot EXO","690,995,818","249,619"
"","2,076","","Colour By Numbers Culture Club","690,494,550","390,594"
"","2,077","","Eterno Agosto Alvaro Soler","690,432,039","211,698"
"","2,078","","And Justice For None Five Finger Death Punch","690,288,928","191,235"
"","2,079","","It's Not Me, It's You Lily Allen","690,176,656","290,400"
"","2,080","","If I Could Make It Go Quiet Girl In Red","689,944,647","422,108"
"","2,081","","Free The Universe Major Lazer","689,715,252","118,145"
"","2,082","","Puberty 2 Mitski","689,225,089","1,024,912"
"","2,083","","20 Años Luis Miguel","688,726,954","571,896"
"","2,084","","R.O.O.T.S. (Route Of Overcoming The Struggle) Flo Rida","688,724,352","622,663"
"","2,085","","Maybe Someday It'll All Be OK Clinton Kane","688,481,463","362,650"
"","2,086","","The Balcony Catfish and the Bottlemen","688,449,302","361,143"
"","2,087","","Hero Maren Morris","688,347,894","157,796"
"","2,088","","Glisten Jeremy Zucker","688,038,477","158,297"
"","2,089","","Utopia Romeo Santos","687,999,930","321,648"
"","2,090","","Meat and Candy Old Dominion","687,924,440","123,301"
"","2,091","","No Way Out Diddy","687,916,951","363,547"
"","2,092","","Mania Fall Out Boy","687,812,277","194,904"
"","2,093","","Para Siempre Vicente Fernández","687,564,024","667,165"
"","2,094","","Deu Rolo In Goiânia (Ao Vivo) Guilherme & Benuto","687,488,128","191,738"
"","2,095","","Trap Lord ASAP Ferg","687,275,233","119,165"
"","2,096","","The Voice Lil Durk","686,927,863","309,020"
"","2,097","","Atlas: I Sleeping At Last","686,852,144","314,168"
"","2,098","","Anniversary Bryson Tiller","686,213,743","745,434"
"","2,099","","Terral Pablo Alborán","685,800,706","170,380"
"","2,100","","Human Three Days Grace","685,755,933","305,496"
"","2,101","","Colour Vision MAX","685,398,467","156,152"
"","2,102","","The Elder Scrolls V: Skyrim Jeremy Soule","685,261,659","548,742"
"","2,103","","Based On A True Story... New West","685,042,453","1,286,704"
"","2,104","","Bobby Tarantino Logic","685,024,772","79,351"
"","2,105","","Luca Brasi 2: Gangsta Grillz Kevin Gates","684,915,334","127,989"
"","2,106","","Hardwired…To Self-Destruct Metallica","684,767,009","185,936"
"","2,107","","Parallel Lines Blondie","684,713,014","469,918"
"","2,108","","Feu Nekfeu","684,674,084","310,011"
"","2,109","","Regulate… G Funk Era Warren G","684,575,845","284,545"
"","2,110","","Shang-Chi And The Legend Of The Ten Rings: The Album Various Artists","684,087,010","438,350"
"","2,111","","American Capitalist Five Finger Death Punch","684,029,791","191,277"
"","2,112","","Lil Boat 2 Lil Yachty","683,631,284","176,639"
"","2,113","","This Is War Thirty Seconds To Mars","683,398,309","194,413"
"","2,114","","Vulgar Display Of Power Pantera","683,390,371","459,468"
"","2,115","","En Tus Planes David Bisbal","683,018,278","177,591"
"","2,116","","Veneer José González","682,476,750","331,371"
"","2,117","","Aladdin Alan Menken","681,701,807","262,189"
"","2,118","","Good Thing Leon Bridges","681,410,725","253,565"
"","2,119","","Subtract (-) Ed Sheeran","681,252,991","835,515"
"","2,120","","Raop Cro","680,731,833","408,618"
"","2,121","","Kauai Childish Gambino","680,454,354","174,025"
"","2,122","","No Love Lost Blxst","680,142,688","272,683"
"","2,123","","El Androide El Alfa","679,702,003","503,307"
"","2,124","","First Band On The Moon The Cardigans","679,575,478","760,048"
"","2,125","","Ocean Avenue Yellowcard","678,852,225","307,544"
"","2,126","","Paradise Valley John Mayer","678,489,916","125,996"
"","2,127","","Crazysexycool TLC","677,753,041","310,359"
"","2,128","","Reggatta De Blanc The Police","677,238,873","410,251"
"","2,129","","Estrella Mora","677,224,520","2,019,049"
"","2,130","","Super Unhealthy Anne-Marie","676,966,709","1,192,519"
"","2,131","","Secreto De Amor Joan Sebastian","676,793,328","501,828"
"","2,132","","Enna PLK","676,729,185","402,138"
"","2,133","","Pa' Luego Es Tarde Yuridia","676,590,150","1,022,811"
"","2,134","","Cover Sessions, Vol. 2 Boyce Avenue","675,562,910","123,421"
"","2,135","","Born Here Live Here Die Here Luke Bryan","674,836,943","313,045"
"","2,136","","Weathered Creed","674,766,280","603,018"
"","2,137","","Independiente Ricardo Arjona","674,486,296","415,717"
"","2,138","","Fever Kylie Minogue","674,453,297","548,472"
"","2,139","","Sunset Season Conan Gray","674,405,815","216,378"
"","2,140","","Never Been Better Olly Murs","674,330,251","142,579"
"","2,141","","One By One Foo Fighters","674,168,774","315,205"
"","2,142","","Luv Is Rage Lil Uzi Vert","674,134,389","176,805"
"","2,143","","Nada Personal Soda Stereo","673,890,771","505,253"
"","2,144","","De Viaje Sin Bandera","673,805,591","592,810"
"","2,145","","Piano Lullabies With Nature Sounds Of Ocean Waves For Baby Sleep Baby Lullaby Academy","671,792,598","160,303"
"","2,146","","Wasting Light Foo Fighters","671,425,199","214,415"
"","2,147","","GTTM: Goin Thru The Motions PnB Rock","671,388,875","169,944"
"","2,148","","A Rock Hardy","671,286,766","465,833"
"","2,149","","Waking Up The Neighbours Bryan Adams","671,128,954","334,602"
"","2,150","","Happy Endings Old Dominion","671,115,693","144,584"
"","2,151","","Danger Days: The True Lives Of The Fabulous Killjoys My Chemical Romance","670,751,807","287,942"
"","2,152","","Back For Everything Kodak Black","670,350,670","455,002"
"","2,153","","Jefe Ninho","670,268,243","289,378"
"","2,154","","Visions Grimes","670,226,267","674,945"
"","2,155","","Saturation III Brockhampton","670,001,554","126,340"
"","2,156","","José Feliciano (Feliz Navidad) José Feliciano","669,816,324","21,339"
"","2,157","","Chixtape 5 Tory Lanez","669,086,305","202,467"
"","2,158","","Hello, I Must Be Going! Phil Collins","669,067,536","347,298"
"","2,159","","Europop Eiffel 65","669,029,094","290,813"
"","2,160","","If I Can’t Have Love, I Want Power Halsey","668,849,321","226,152"
"","2,161","","Home Rudimental","668,553,178","201,573"
"","2,162","","Lazarus Travie McCoy","668,527,272","351,543"
"","2,163","","99.9% Kaytranada","668,267,319","186,766"
"","2,164","","Hunky Dory David Bowie","667,440,609","240,827"
"","2,165","","La Última Misión Wisin & Yandel","667,026,271","348,671"
"","2,166","","Westlife Westlife","666,725,874","316,656"
"","2,167","","Signed Sealed And Delivered Stevie Wonder","666,625,342","315,572"
"","2,168","","Clandestino Manu Chao","666,503,514","378,014"
"","2,169","","Chocolate Factory R. Kelly","665,701,735","131,690"
"","2,170","","Need You Now Lady A","665,694,942","360,190"
"","2,171","","BTR Big Time Rush","665,303,500","330,735"
"","2,172","","Melanchole Salvia Palth","665,279,036","1,316,953"
"","2,173","","Itaewon Class (이태원 클라쓰) Various Artists","664,230,034","310,449"
"","2,174","","From Here To Now To You Jack Johnson","663,914,279","217,121"
"","2,175","","A Day Without Rain Enya","663,737,592","353,312"
"","2,176","","Meliora Ghost","662,680,153","355,272"
"","2,177","","Blue Banisters Lana Del Rey","661,112,101","758,083"
"","2,178","","San Lucas Kevin Kaarl","660,900,876","698,671"
"","2,179","","Ao Vivo Em São Paulo Gustavo Mioto","660,774,364","219,020"
"","2,180","","Love Stuff Elle King","660,660,156","242,567"
"","2,181","","It Might As Well Be Swing Frank Sinatra & Count Basie","660,324,566","313,160"
"","2,182","","Les Misérables Various Artists","660,275,574","177,488"
"","2,183","","Magazines Or Novels Andy Grammer","660,016,374","192,282"
"","2,184","","Jamie Montell Fish","659,893,664","1,257,820"
"","2,185","","Crazy Love Michael Bublé","659,415,681","192,828"
"","2,186","","The Drug In Me Is You Falling In Reverse","658,191,019","389,953"
"","2,187","","Aire Jesse & Joy","657,533,494","372,884"
"","2,188","","Stay Dangerous YG","657,371,243","68,361"
"","2,189","","Valio La Pena Marc Anthony","657,066,180","323,017"
"","2,190","","Playboy Fireboy DML","656,394,654","478,680"
"","2,191","","Let's Stay Together Al Green","656,379,265","387,957"
"","2,192","","Violator Depeche Mode","655,849,101","359,643"
"","2,193","","Lullaby Baby Nursery Rhymes 123","655,651,175","419,302"
"","2,194","","Les Derniers Salopards Maes","655,644,364","157,317"
"","2,195","","The Book 3 Yoasobi","655,386,708","1,354,062"
"","2,196","","Lágrimas | Crossover #4 Big One","655,032,447","1,022,909"
"","2,197","","La Revolucion Wisin & Yandel","654,831,941","540,986"
"","2,198","","Good Intentions / Brown Boy 2 Nav","654,382,323","206,188"
"","2,199","","Editorial Official Hige Dandism","654,048,882","288,232"
"","2,200","","Na Praia 2 (Ao Vivo) Matheus & Kauan","653,788,110","229,136"
"","2,201","","Más Negro Que Rojo Boza","653,762,164","225,090"
"","2,202","","Beggars Banquet The Rolling Stones","653,748,899","278,477"
"","2,203","","Cracker Island Gorillaz","653,747,846","586,399"
"","2,204","","Traveler Official Hige Dandism","653,604,229","240,062"
"","2,205","","The Sun's Tirade Isaiah Rashad","653,332,337","367,868"
"","2,206","","Feels Like Home Norah Jones","653,304,476","433,261"
"","2,207","","SYML SYML","652,623,235","617,653"
"","2,208","","Gold Skies Martin Garrix","652,503,386","184,251"
"","2,209","","Prazer, Eu Sou Ferrugem (Ao Vivo) Ferrugem","652,477,979","298,837"
"","2,210","","Core Stone Temple Pilots","652,245,144","370,765"
"","2,211","","Transmissions Starset","652,033,629","265,781"
"","2,212","","Now The Moon's Rising Suicideboys","651,697,811","433,538"
"","2,213","","Tres Hombres ZZ Top","651,626,201","321,478"
"","2,214","","Future History Jason Derulo","651,483,285","189,537"
"","2,215","","Berlin Lebt Capital Bra","651,245,558","147,827"
"","2,216","","I Put A Spell On You Nina Simone","650,976,876","402,154"
"","2,217","","Senaryo Adie","650,942,103","694,886"
"","2,218","","The Poison Bullet For My Valentine","650,939,450","321,067"
"","2,219","","Flores De Alquiler La Quinta Estación","650,693,434","519,999"
"","2,220","","I Am Earth, Wind & Fire","650,510,782","352,444"
"","2,221","","When The World Comes Down The All-American Rejects","650,477,975","269,124"
"","2,222","","Uta's Songs (美音之歌): One Piece Film Red Ado","650,236,382","638,820"
"","2,223","","Come What(ever) May Stone Sour","650,176,565","240,501"
"","2,224","","CB6 Capital Bra","649,643,182","76,124"
"","2,225","","Menagerie Bill Withers","649,257,267","391,981"
"","2,226","","Zion Hillsong United","649,218,497","314,570"
"","2,227","","Treppenhaus Apache 207","649,003,962","173,813"
"","2,228","","Aurora Bea Miller","648,137,712","174,155"
"","2,229","","Famoso Sfera Ebbasta","648,060,159","251,787"
"","2,230","","Palo Santo Years & Years","648,051,245","115,555"
"","2,231","","Only Built For Infinity Links Quavo","647,692,051","645,957"
"","2,232","",".mp3 Emilia","647,646,304","2,353,658"
"","2,233","","The Lord Of The Rings: The Fellowship Of The Ring Various Artists","647,367,478","290,290"
"","2,234","","Can't Slow Down Lionel Richie","647,183,061","370,947"
"","2,235","","The Death Of Peace Of Mind Bad Omens","646,913,428","1,429,975"
"","2,236","","200 KM/H In The Wrong Lane t.A.T.u.","646,624,584","378,021"
"","2,237","","Dark Side Justine Skye","646,621,523","700,793"
"","2,238","","American Fool John Mellencamp","645,989,163","330,385"
"","2,239","","M!ssundaztood P!nk","645,882,138","380,034"
"","2,240","","The Time Is Now DJ Antoine","645,805,655","237,823"
"","2,241","","The Lady Killer CeeLo Green","645,515,671","240,573"
"","2,242","","The Battle Of Los Angeles Rage Against The Machine","645,480,298","296,502"
"","2,243","","Hooked On A Feeling Blue Swede","645,399,437","265,946"
"","2,244","","Cowboys From Hell Pantera","645,057,162","398,230"
"","2,245","","O.N.I.F.C. Wiz Khalifa","644,869,528","128,621"
"","2,246","","Alone In A Crowd Oliver Tree","644,318,658","483,025"
"","2,247","","Young The Giant Young the Giant","644,303,745","198,275"
"","2,248","","Animal Maria Becerra","643,810,647","275,756"
"","2,249","","Lady Lady Masego","643,747,305","714,607"
"","2,250","","Lost In Love Air Supply","643,466,111","438,421"
"","2,251","","Just As I Am Brantley Gilbert","643,430,880","183,567"
"","2,252","","Life Of A Don Don Toliver","643,415,139","574,956"
"","2,253","","Love Aaj Kal (लव आज कल) Pritam","643,374,813","589,006"
"","2,254","","The Lost Boy Cordae","643,209,564","159,532"
"","2,255","","Drip Season 3 Gunna","642,667,316","238,167"
"","2,256","","Blood, Sweat & 3 Years Cash Cash","642,035,553","130,021"
"","2,257","","Back of My Mind H.E.R.","641,418,706","250,008"
"","2,258","","DeAnn Zach Bryan","641,086,894","949,341"
"","2,259","","Euphoric Sad Songs Raye","640,923,377","228,588"
"","2,260","","El Trabajo Es La Suerte Banda MS De Sergio Lizárraga","640,140,677","277,456"
"","2,261","","The Good Parts Andy Grammer","640,079,813","131,136"
"","2,262","","Steal This Album! System Of A Down","639,889,284","378,974"
"","2,263","","Because Of You Ne-Yo","639,885,322","437,240"
"","2,264","","These Streets Paolo Nutini","639,660,549","237,272"
"","2,265","","4Real 4Real YG","639,527,271","74,550"
"","2,266","","Free Time Ruel","639,383,834","144,411"
"","2,267","","Eyes Wide Open Twice","638,522,909","309,142"
"","2,268","","Animal Various Artists","638,411,848","4,136,693"
"","2,269","","Hunter Hayes Hunter Hayes","637,997,586","125,351"
"","2,270","","How To: Friend, Love, Freefall Rainbow Kitten Surprise","636,835,384","693,346"
"","2,271","","Parte De Mí Nicki Nicole","636,832,666","351,558"
"","2,272","","Harvest Neil Young","636,761,936","176,496"
"","2,273","","Leftoverture Kansas","635,584,011","354,841"
"","2,274","","The Hardest Love Dean Lewis","635,280,287","872,204"
"","2,275","","To Let A Good Thing Die Bruno Major","635,069,860","428,455"
"","2,276","","Sinner Drowning Pool","635,042,247","420,014"
"","2,277","","A Little Bit Of Mambo Lou Bega","635,034,903","307,176"
"","2,278","","Trustfall P!nk","635,000,232","1,333,434"
"","2,279","","Something For Thee Hotties Megan Thee Stallion","634,562,433","392,686"
"","2,280","","Satellite P.O.D.","634,385,572","279,645"
"","2,281","","Vamos Bien Calibre 50","634,234,251","372,880"
"","2,282","","Iowa Slipknot","634,150,570","398,368"
"","2,283","","Quiero Volver Tini","634,071,082","338,544"
"","2,284","","Old Dominion Old Dominion","633,860,221","374,140"
"","2,285","","Gladiator Hans Zimmer","633,727,874","419,607"
"","2,286","","Gentle Rain Showers And Angry Thunderstorms Focusity","633,488,116","163,983"
"","2,287","","Nuthin' 2 Prove Lil Yachty","633,314,397","198,825"
